A census of human transcription factors: function, expression and evolution
Juan M Vaquerizas, Sarah K Kummerfeld, Sarah A Teichmann, Nicholas M Luscombe

Supplementary Table 2
List of TF-encoding loci classified as 'a', 'b', 'c', 'x', or selected from other databases (classified as 'other'; see Supplementary Material). For TFs included in the repertoire, the list also contains accompanying information including: Ensembl gene IDs (release 51), HGNC identifiers, IPI IDs, associated DNA-binding Interpro domains and families, and tissue specificity if any.

Last modified on Tuesday 10 Feb 2009 14:39

Downloaded from the Nature Reviews Genetics website: Downloaded from the Nature Reviews Genetics website: http://www.nature.com/nrg/journal/v10/n4/index.html 

--Table start--
Class	Ensembl ID	IPI ID	Interpro DBD	Interpro DNA-binding family	HGNC symbol	Tissue-specificity
a	ENSG00000163132	IPI00002939;IPI00872346	IPR000047;IPR001356;IPR009057;IPR012287		MSX1	pituitary;uterus
a	ENSG00000163435	IPI00004581;IPI00643579;IPI00844532	IPR000418;IPR000637;IPR011991		ELF3	fetal.lung;pancreas;trachea
a	ENSG00000163497	IPI00013984	IPR000418;IPR011991		FEV	
a	ENSG00000163508	IPI00296036;IPI00789239	IPR008967	IPR001699	EOMES	
a	ENSG00000163623	IPI00019774	IPR000047;IPR001356;IPR009057;IPR012287		NKX6-1	
a	ENSG00000163666	IPI00002815	IPR001356;IPR009057;IPR012287		HESX1	
a	ENSG00000163848	IPI00010833;IPI00385897;IPI00448928	IPR007087;IPR015880		ZNF148	fetal.thyroid;smooth.muscle
a	ENSG00000163884	IPI00022405	IPR007087;IPR015880		KLF15	
a	ENSG00000163909	IPI00005137	IPR011598		HEYL	
a	ENSG00000164093	IPI00017093;IPI00220801;IPI00220802	IPR001356;IPR009057;IPR012287	IPR016233	PITX2	general
a	ENSG00000164107	IPI00029953;IPI00874278	IPR011598		HAND2	
a	ENSG00000164330	IPI00329425;IPI00383432;IPI00873211	IPR002909	IPR003523	EBF1	
a	ENSG00000164438	IPI00306869	IPR001356;IPR009057;IPR012287		TLX3	
a	ENSG00000164458	IPI00005203;IPI00619896	IPR008967	IPR001699;IPR002070	T	
a	ENSG00000164600	IPI00102358	IPR011598	IPR016637	NEUROD6	fetal.brain
a	ENSG00000164631	IPI00645116;IPI00744776;IPI00871950;IPI00893263	IPR007086;IPR007087;IPR015880		ZNF12	uterus
a	ENSG00000164683	IPI00550054;IPI00742738	IPR011598		HEY1	fetal.brain;fetal.lung;lung;placenta;spinal.cord;whole.brain
a	ENSG00000164736	IPI00007874	IPR000910;IPR009071		SOX17	lung;uterus
a	ENSG00000164749	IPI00291564;IPI00852837	IPR001628	IPR000003;IPR001723	HNF4G	
a	ENSG00000165156	IPI00293086	IPR001356;IPR007087;IPR009057;IPR012287;IPR015880		ZHX1	
a	ENSG00000165462	IPI00024171	IPR000047;IPR001356;IPR009057;IPR012287		PHOX2A	
a	ENSG00000165512	IPI00215890	IPR007086;IPR007087;IPR015880		ZNF22	fetal.brain;fetal.liver;fetal.lung;lymph.node;pancreas;thymus
a	ENSG00000165556	IPI00016928	IPR000047;IPR001356;IPR009057;IPR012287		CDX2	
a	ENSG00000165588	IPI00027683;IPI00172654;IPI00646340;IPI00647249;IPI00647698	IPR001356;IPR009057;IPR012287	IPR003022;IPR003025	OTX2	
a	ENSG00000165643	IPI00456833;IPI00855714	IPR011598		SOHLH1	
a	ENSG00000165659	IPI00039808;IPI00084569;IPI00085091;IPI00400774;IPI00854705	IPR009061		DACH1	
a	ENSG00000165684	IPI00158992	IPR001005;IPR009057;IPR012287;IPR014778	IPR015495	SNAPC4	testis
a	ENSG00000165702	IPI00003110;IPI00479652	IPR007087;IPR015880		GFI1B	
a	ENSG00000165821	IPI00144003	IPR007087;IPR015880		SALL2	pituitary;spinal.cord;whole.brain
a	ENSG00000166211	IPI00166862	IPR000418;IPR011991		SPIC	
a	ENSG00000166261	IPI00028828;IPI00472538	IPR007087;IPR015880		ZNF202	
a	ENSG00000166478	IPI00305316;IPI00852831;IPI00853257;IPI00853630	IPR007087;IPR015880		ZNF143	whole.blood.JJV
a	ENSG00000166526	IPI00642617;IPI00784071	IPR007086;IPR007087;IPR015880		ZNF3	
a	ENSG00000166888	IPI00030782;IPI00743541;IPI00792907	IPR008967;IPR012345;IPR013801	IPR001217	STAT6	whole.blood.JJV
a	ENSG00000166949	IPI00024305	IPR001132;IPR003619;IPR013019	IPR013790	SMAD3	smooth.muscle;trachea
a	ENSG00000167034	IPI00018412;IPI00215781;IPI00215782;IPI00215783;IPI00848258	IPR001356;IPR009057;IPR012287		NKX3-1	appendix;prostate
a	ENSG00000167074	IPI00216670;IPI00879207	IPR004827;IPR011700		TEF	
a	ENSG00000167081	IPI00028417;IPI00059494;IPI00215866;IPI00215867;IPI00215868	IPR001356;IPR009057;IPR012287		PBX3	adrenal.cortex;adrenal.gland;ovary
a	ENSG00000167157	IPI00018429	IPR000047;IPR001356;IPR009057;IPR012287		PRRX2	general
a	ENSG00000167182	IPI00333077;IPI00744064	IPR007087;IPR015880		SP2	heart;lung;thymus;thyroid;whole.blood.JJV
a	ENSG00000167232	IPI00013437;IPI00873227	IPR007086;IPR007087;IPR015880		ZNF91	pituitary
a	ENSG00000167377	IPI00012365;IPI00335885;IPI00643428	IPR007086;IPR007087;IPR015880		ZNF23	
a	ENSG00000167384	IPI00001684;IPI00643085;IPI00643905	IPR007086;IPR007087;IPR015880		ZNF180	
a	ENSG00000167635	IPI00014305	IPR007087;IPR015880		ZNF146	general
a	ENSG00000167685	IPI00019922;IPI00382777;IPI00639915	IPR007087;IPR015880		ZNF444	general
a	ENSG00000167771	IPI00217874	IPR001005;IPR009057;IPR012287;IPR014778		RCOR2	
a	ENSG00000167800	IPI00385367;IPI00873268	IPR008967	IPR001699	TBX10	
a	ENSG00000167967	IPI00184135;IPI00556439;IPI00644552	IPR007087;IPR015880		E4F1	general
a	ENSG00000168062	IPI00409656	IPR004827;IPR011616		BATF2	
a	ENSG00000168214	IPI00030177;IPI00218576;IPI00218578;IPI00332627;IPI00402156;IPI00419892;IPI00479716;IPI00807402	IPR002909;IPR008967;IPR015350;IPR015351		RBPJ	uterus;whole.blood.JJV
a	ENSG00000168267	IPI00160766	IPR011598		PTF1A	
a	ENSG00000168269	IPI00158273;IPI00220405	IPR001766;IPR011991		FOXI1	
a	ENSG00000168310	IPI00293657	IPR001346;IPR011991		IRF2	adrenal.gland;bone.marrow;lymph.node;whole.blood.JJV
a	ENSG00000168468	IPI00004084;IPI00221087	IPR004827;IPR011616			
a	ENSG00000168610	IPI00306436;IPI00412752;IPI00784414	IPR008967;IPR012345;IPR013801	IPR001217	STAT3	general
a	ENSG00000168661	IPI00031473;IPI00411310;IPI00795740	IPR007087;IPR015880		ZNF30	
a	ENSG00000168779	IPI00218369;IPI00295006;IPI00793628;IPI00883749	IPR000047;IPR001356;IPR009057;IPR012287		SHOX2	
a	ENSG00000168875	IPI00030676;IPI00816437	IPR000135;IPR000910;IPR009071		SOX14	
a	ENSG00000169016	IPI00289560;IPI00386595;IPI00414333;IPI00893548;IPI00893672;IPI00894414	IPR003316;IPR011991	IPR015633;IPR015635	E2F6	
a	ENSG00000169083	IPI00020070;IPI00333533;IPI00873382	IPR001103;IPR001628	IPR000324;IPR001723	AR	liver;prostate
a	ENSG00000169136	IPI00032057	IPR004827;IPR011616		ATF5	fetal.liver;fetal.lung;liver;smooth.muscle
a	ENSG00000169297	IPI00020943;IPI00646717		IPR001723	NR0B1	testis
a	ENSG00000169554	IPI00783017;IPI00872002	IPR001356;IPR007087;IPR015880		ZEB2	fetal.brain;spinal.cord;uterus;whole.blood.JJV
a	ENSG00000169594	IPI00304972	IPR007087;IPR015880		BNC1	
a	ENSG00000169635	IPI00219839;IPI00376570	IPR007087;IPR015880		HIC2	fetal.brain;fetal.liver;heart;placenta;testis
a	ENSG00000169740	IPI00012411	IPR007086;IPR007087;IPR015880		ZNF32	general
a	ENSG00000169840	IPI00028199	IPR000047;IPR001356;IPR009057;IPR012287		GSX1	
a	ENSG00000169856	IPI00002508	IPR001356;IPR003350;IPR009057;IPR012287		ONECUT1	
a	ENSG00000169926	IPI00219691;IPI00790998	IPR007087;IPR015880		KLF13	lung;thymus
a	ENSG00000169946	IPI00015802;IPI00410662;IPI00903263	IPR007087;IPR015880		ZFPM2	smooth.muscle;uterus
a	ENSG00000169953	IPI00027534;IPI00307273;IPI00385119	IPR000232;IPR011991			
a	ENSG00000169981	IPI00761023;IPI00795999	IPR007087;IPR015880		ZNF35	
a	ENSG00000170166	IPI00012390	IPR001356;IPR001827;IPR009057;IPR012287		HOXD4	
a	ENSG00000170178	IPI00018803;IPI00784701;IPI00878556	IPR000047;IPR001356;IPR009057;IPR012287		HOXD12	
a	ENSG00000170265	IPI00003798;IPI00807546	IPR007087;IPR015880		ZNF282	general
a	ENSG00000170345	IPI00033008	IPR004827;IPR011700		FOS	bone.marrow;lung;thyroid;trachea
a	ENSG00000170365	IPI00019549;IPI00023594	IPR001132;IPR003619;IPR013019	IPR013790	SMAD1	general
a	ENSG00000170370	IPI00029166	IPR000047;IPR001356;IPR009057;IPR012287		EMX2	kidney;uterus;whole.brain
a	ENSG00000170374	IPI00152511	IPR007087;IPR015880		SP7	
a	ENSG00000170485	IPI00328270	IPR011598	IPR001067	NPAS2	salivary.gland;smooth.muscle;whole.brain
a	ENSG00000170549	IPI00375629	IPR001356;IPR009057;IPR012287		IRX1	
a	ENSG00000170561	IPI00395326	IPR001356;IPR009057;IPR012287		IRX2	
a	ENSG00000170577	IPI00299333	IPR000047;IPR001356;IPR009057;IPR012287		SIX2	
a	ENSG00000170581	IPI00004312;IPI00219076;IPI00794904	IPR008967;IPR012345;IPR013801	IPR001217	STAT2	
a	ENSG00000170608	IPI00024388	IPR001766;IPR011991		FOXA3	
a	ENSG00000170616	IPI00010452	IPR007087;IPR015880		SCRT1	
a	ENSG00000170631	IPI00299749;IPI00789442	IPR007086;IPR007087;IPR015880		ZNF16	
a	ENSG00000170653	IPI00009975;IPI00015147;IPI00218344;IPI00641268;IPI00744535;IPI00790068	IPR004827;IPR007087;IPR011616;IPR015880	IPR016378	ATF7	
a	ENSG00000170689	IPI00014539	IPR000047;IPR001356;IPR009057;IPR012287	IPR017112	HOXB9	
a	ENSG00000170802	IPI00027968;IPI00413146;IPI00894534	IPR001766;IPR011991		FOXN2	
a	ENSG00000170949	IPI00028833;IPI00642623;IPI00872455	IPR007086;IPR007087;IPR015880		ZNF160	
a	ENSG00000171032	IPI00329808;IPI00478374	IPR007086;IPR007087;IPR015880		ZNF350	general
a	ENSG00000171056	IPI00027779	IPR000910;IPR009071		SOX7	
a	ENSG00000171223	IPI00013439	IPR004827;IPR008917;IPR011616	IPR002112	JUNB	general
a	ENSG00000171532	IPI00302045	IPR011598	IPR016637	NEUROD2	fetal.brain;skeletal.muscle.psoas;whole.brain
a	ENSG00000171606	IPI00062467;IPI00218125;IPI00218126;IPI00293932	IPR007087;IPR015880		ZNF274	lymph.node;whole.blood.JJV
a	ENSG00000171656	IPI00218204;IPI00796972	IPR000418;IPR011991		ETV5	adrenal.cortex;adrenal.gland;fetal.lung;fetal.thyroid;pituitary;placenta;whole.brain
a	ENSG00000171956	IPI00018495	IPR001766;IPR011991		FOXB1	
a	ENSG00000172059	IPI00024692	IPR007087;IPR015880		KLF11	lung;testis;uterus
a	ENSG00000172216	IPI00289773	IPR004827;IPR011700	IPR016468	CEBPB	general
a	ENSG00000172238	IPI00023811	IPR011598		ATOH1	
a	ENSG00000172273	IPI00023489	IPR007087;IPR015880		MIZF	
a	ENSG00000172379	IPI00465064;IPI00478506;IPI00796054	IPR011598	IPR001067	ARNT2	fetal.brain;kidney;spinal.cord;whole.brain
a	ENSG00000172466	IPI00306446	IPR007087;IPR015880		ZNF24	general
a	ENSG00000172468	IPI00027534;IPI00307273;IPI00385119	IPR000232;IPR011991			
a	ENSG00000172789	IPI00022893	IPR001356;IPR001827;IPR009057;IPR012287		HOXC5	
a	ENSG00000172819	IPI00427809;IPI00465344;IPI00787602;IPI00788710	IPR001628	IPR001723;IPR003078	RARG	
a	ENSG00000172845	IPI00025807;IPI00555936;IPI00852622;IPI00852778;IPI00853491;IPI00853503	IPR007087;IPR015880		SP3	whole.blood.JJV
a	ENSG00000173039	IPI00219084;IPI00386448;IPI00479470;IPI00883897;IPI00884950	IPR002909;IPR008967;IPR011539	IPR000451	RELA	general
a	ENSG00000173153	IPI00005717;IPI00792208	IPR001628	IPR000003;IPR001723	ESRRA	general
a	ENSG00000173253	IPI00001732;IPI00334605	IPR001275		DMRT2	
a	ENSG00000173404	IPI00005944	IPR007087;IPR015880		INSM1	fetal.brain;pituitary
a	ENSG00000173545	IPI00056499	IPR007087;IPR015880		ZNF622	
a	ENSG00000173757	IPI00103415;IPI00878127	IPR008967;IPR012345;IPR013801	IPR001217	STAT5B	bone.marrow;placenta;testis;whole.blood.JJV
a	ENSG00000173917	IPI00027261;IPI00383021	IPR000047;IPR001356;IPR001827;IPR009057;IPR012287		HOXB2	adrenal.gland;spinal.cord;trachea
a	ENSG00000174282	IPI00001835	IPR007087;IPR015880		ZBTB4	
a	ENSG00000174306	IPI00301844;IPI00432409;IPI00644670;IPI00645281;IPI00645573;IPI00646853	IPR001356;IPR009057;IPR012287;IPR015880		ZHX3	general
a	ENSG00000174332	IPI00168239	IPR007087;IPR015880		GLIS1	
a	ENSG00000174738	IPI00328247;IPI00431747;IPI00788022	IPR001628	IPR000324;IPR001723	NR1D2	pituitary;thyroid;uterus
a	ENSG00000175197	IPI00019956;IPI00794968	IPR004827;IPR011700		DDIT3	general
a	ENSG00000175325	IPI00025308	IPR000047;IPR001356;IPR009057;IPR012287		PROP1	
a	ENSG00000175387	IPI00019548;IPI00220364;IPI00645481	IPR001132;IPR003619;IPR013019	IPR013790	SMAD2	spinal.cord;whole.blood.JJV
a	ENSG00000175395	IPI00412905;IPI00472052	IPR007087;IPR015880		ZNF25	
a	ENSG00000175592	IPI00011590	IPR004827;IPR011616		FOSL1	trachea
a	ENSG00000175727	IPI00102118;IPI00795813;IPI00796815	IPR011598		MLXIP	pancreas;thymus
a	ENSG00000175745	IPI00021431	IPR001628	IPR001723;IPR003068	NR2F1	fetal.brain
a	ENSG00000175832	IPI00017382	IPR000418;IPR011991		ETV4	
a	ENSG00000175879	IPI00008481	IPR001356;IPR001827;IPR009057;IPR012287		HOXD8	
a	ENSG00000176009	IPI00217786	IPR011598	IPR015660	ASCL3	
a	ENSG00000176160	IPI00297953	IPR000232;IPR011991		HSF5	
a	ENSG00000176165	IPI00024386	IPR001766;IPR011991		FOXG1	fetal.brain;testis;thymus;whole.brain
a	ENSG00000176371	IPI00386943;IPI00477202;IPI00743333	IPR007087;IPR015880		ZSCAN2	
a	ENSG00000176679	IPI00216726;IPI00815954	IPR001356;IPR009057;IPR012287		TGIF2LY	
a	ENSG00000176887	IPI00020435	IPR000910;IPR009071	IPR017386	SOX11	fetal.brain
a	ENSG00000177030	IPI00216889;IPI00742784;IPI00783411;IPI00784235;IPI00878763	IPR000770;IPR010919		DEAF1	fetal.brain;whole.brain
a	ENSG00000177045	IPI00410575	IPR001356;IPR009057;IPR012287		SIX5	
a	ENSG00000177311	IPI00168056	IPR007087;IPR015880		ZBTB38	smooth.muscle;uterus
a	ENSG00000177374	IPI00007993;IPI00219932	IPR007087;IPR015880		HIC1	
a	ENSG00000177426	IPI00297138;IPI00334558;IPI00334585;IPI00396515	IPR001356;IPR009057;IPR012287		TGIF1	placenta;smooth.muscle
a	ENSG00000177463	IPI00332451;IPI00749258;IPI00902492	IPR001628	IPR000324;IPR001723	NR2C2	skeletal.muscle.psoas
a	ENSG00000177485	IPI00465140	IPR007087;IPR015880		ZBTB33	general
a	ENSG00000177508	IPI00328253	IPR001356;IPR009057;IPR012287		IRX3	
a	ENSG00000177606	IPI00008965	IPR004827;IPR008917;IPR011616	IPR002112;IPR015558	JUN	lung;pancreas;prostate;thyroid;uterus
a	ENSG00000177732	IPI00006180	IPR000910;IPR009071	IPR017386	SOX12	fetal.brain
a	ENSG00000178042	IPI00243553	IPR007087;IPR015880		ZNF260	
a	ENSG00000178177	IPI00043716;IPI00874189	IPR007889;IPR011526		LCORL	
a	ENSG00000178573	IPI00022438;IPI00219060	IPR004826;IPR004827;IPR008917		MAF	kidney;liver;lymph.node;prostate;uterus
a	ENSG00000178764	IPI00007256	IPR001356;IPR007087;IPR009057;IPR012287;IPR015880		ZHX2	lymph.node
a	ENSG00000178860	IPI00031032	IPR011598		MSC	
a	ENSG00000178919	IPI00011295;IPI00879523	IPR001766;IPR011991		FOXE1	fetal.thyroid;thyroid
a	ENSG00000178951	IPI00026317	IPR007087;IPR015880		ZBTB7A	general
a	ENSG00000179111	IPI00000284;IPI00790026	IPR011598		HES7	
a	ENSG00000179348	IPI00012900;IPI00794907;IPI00884230	IPR000679	IPR016374	GATA2	placenta;prostate
a	ENSG00000179388	IPI00300178	IPR007087;IPR015880		EGR3	adrenal.cortex;whole.brain
a	ENSG00000179456	IPI00007360;IPI00409637	IPR007087;IPR015880		ZNF238	fetal.brain;whole.blood.JJV;whole.brain
a	ENSG00000179588	IPI00217346	IPR007087;IPR015880		ZFPM1	
a	ENSG00000179774	IPI00166032	IPR011598		ATOH7	
a	ENSG00000180318	IPI00018956	IPR001356;IPR009057;IPR012287		ALX1	
a	ENSG00000180535	IPI00219822	IPR011598		BHLHB8	
a	ENSG00000180613	IPI00001737	IPR000047;IPR001356;IPR009057;IPR012287		GSX2	
a	ENSG00000180806	IPI00644080	IPR000047;IPR001356;IPR009057;IPR012287	IPR017112	HOXC9	
a	ENSG00000180818	IPI00020947;IPI00788616	IPR001356;IPR009057;IPR012287		HOXC10	kidney
a	ENSG00000180828	IPI00168844	IPR011598		BHLHB5	
a	ENSG00000181315	IPI00419855	IPR007087;IPR015880		ZNF322A	
a	ENSG00000181449	IPI00009703	IPR000910;IPR009071		SOX2	
a	ENSG00000181690	IPI00002594;IPI00787796	IPR007087;IPR015880		PLAG1	
a	ENSG00000181965	IPI00023867	IPR011598		NEUROG1	
a	ENSG00000182141	IPI00477192	IPR007086;IPR007087;IPR015880		ZNF708	
a	ENSG00000182158	IPI00375520;IPI00847963	IPR004827;IPR008917;IPR011616		CREB3L2	fetal.thyroid;pituitary;placenta;smooth.muscle;thyroid
a	ENSG00000182568	IPI00009804;IPI00555719	IPR001356;IPR003350;IPR009057		SATB1	thymus
a	ENSG00000182742	IPI00014540	IPR001356;IPR001827;IPR009057;IPR012287		HOXB4	
a	ENSG00000182759	IPI00169353	IPR004826;IPR004827;IPR008917		MAFA	
a	ENSG00000182968	IPI00012162;IPI00479389	IPR000910;IPR009071		SOX1	
a	ENSG00000183072	IPI00006055	IPR001356;IPR009057;IPR012287		NKX2-5	heart
a	ENSG00000183733	IPI00418236	IPR011598		FIGLA	
a	ENSG00000183734	IPI00019112	IPR011598	IPR015660	ASCL2	
a	ENSG00000184058	IPI00045335;IPI00395723;IPI00411964	IPR008967	IPR001699	TBX1	general
a	ENSG00000184221	IPI00152068	IPR011598		OLIG1	
a	ENSG00000184271	IPI00398955;IPI00783570	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847		POU6F1	general
a	ENSG00000184302	IPI00030821;IPI00640882	IPR001356;IPR009057;IPR012287		SIX6	pituitary
a	ENSG00000184481	IPI00024316;IPI00220121	IPR001766;IPR011991		FOXO4	general
a	ENSG00000184486	IPI00300277;IPI00759484;IPI00759800	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR016362	POU3F2	general
a	ENSG00000184895	IPI00011568;IPI00902870	IPR000910;IPR009071	IPR017253	SRY	
a	ENSG00000184937	IPI00019517;IPI00215679;IPI00374173;IPI00550100;IPI00853526	IPR007087;IPR015880	IPR000976	WT1	ovary;testis;uterus
a	ENSG00000185022	IPI00099497;IPI00893064;IPI00893459	IPR004826;IPR004827;IPR008917		MAFF	adrenal.cortex;fetal.lung;lung;placenta;prostate;smooth.muscle
a	ENSG00000185122	IPI00024071;IPI00218507	IPR000232;IPR011991		HSF1	
a	ENSG00000185155	IPI00011187	IPR001356;IPR009057;IPR012287		MIXL1	
a	ENSG00000185507	IPI00024379;IPI00219144;IPI00298039;IPI00298041	IPR001346;IPR011991		IRF7	heart;lung;lymph.node;thymus;tonsil;whole.blood.JJV
a	ENSG00000185551	IPI00028611;IPI00789037	IPR001628	IPR001723;IPR003068	NR2F2	heart;lung;ovary;uterus
a	ENSG00000185591	IPI00465152	IPR007087;IPR015880		SP1	
a	ENSG00000185630	IPI00028415;IPI00215683	IPR001356;IPR009057;IPR012287		PBX1	
a	ENSG00000185668	IPI00008840	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR016362	POU3F1	
a	ENSG00000185697	IPI00019992;IPI00742040	IPR001005;IPR009057;IPR012287;IPR014778	IPR015495	MYBL1	tonsil;whole.blood.JJV
a	ENSG00000185811	IPI00013232;IPI00216387;IPI00216388;IPI00216389;IPI00216390;IPI00216391;IPI00216392	IPR007087;IPR015880		IKZF1	general
a	ENSG00000185947	IPI00479998	IPR007086;IPR007087;IPR015880		ZNF267	whole.blood.JJV
a	ENSG00000185960	IPI00005744;IPI00411417	IPR000047;IPR001356;IPR009057;IPR012287		SHOX	
a	ENSG00000186350	IPI00418394	IPR001628	IPR000003;IPR001723	RXRA	liver;whole.blood.JJV
a	ENSG00000186448	IPI00023617	IPR007086;IPR007087;IPR015880		ZNF197	
a	ENSG00000186496	IPI00102297;IPI00790513	IPR007087;IPR015880		ZNF396	
a	ENSG00000186918	IPI00386410	IPR007087;IPR015880		ZNF395	fetal.thyroid;lung;placenta;prostate;thymus
a	ENSG00000186951	IPI00020097;IPI00878492;IPI00896375	IPR001628	IPR001723;IPR003074;IPR003076	PPARA	general
a	ENSG00000187079	IPI00002901;IPI00478488;IPI00556114		IPR000818;IPR016361	TEAD1	
a	ENSG00000187098	IPI00023896;IPI00215772;IPI00217203;IPI00217204;IPI00217206;IPI00217209;IPI00217210;IPI00217211;IPI00217212;IPI00293035	IPR011598		MITF	uterus
a	ENSG00000187140	IPI00007164	IPR001766;IPR011991		FOXD3	
a	ENSG00000187855	IPI00069167	IPR011598	IPR015660	ASCL4	
a	ENSG00000188013	IPI00411957	IPR001356;IPR009057;IPR012287			
a	ENSG00000188095	IPI00394925	IPR011598		MESP2	
a	ENSG00000188779	IPI00399411;IPI00657761;IPI00783918	IPR009061;IPR010919		LBXCOR1	
a	ENSG00000188786	IPI00025546	IPR007087;IPR015880		MTF1	
a	ENSG00000188801	IPI00395608	IPR007087;IPR015880		ZNF322B	
a	ENSG00000189120	IPI00398082	IPR007087;IPR015880		SP6	
a	ENSG00000196092	IPI00026209;IPI00437168;IPI00437169;IPI00437171;IPI00437172;IPI00554620	IPR009057;IPR011991		PAX5	general
a	ENSG00000196132	IPI00008332;IPI00441201;IPI00556618	IPR013681		MYT1	general
a	ENSG00000196233	IPI00478371;IPI00759763	IPR007889;IPR011526		LCOR	
a	ENSG00000196482	IPI00025743;IPI00427737;IPI00554597	IPR001628	IPR000003;IPR001723	ESRRG	placenta
a	ENSG00000196628	IPI00013492;IPI00221260;IPI00221261	IPR011598		TCF4	fetal.brain;uterus
a	ENSG00000196767	IPI00026790	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR016362	POU3F4	
a	ENSG00000197024	IPI00152420;IPI00170773	IPR007087;IPR015880		ZNF398	
a	ENSG00000197063	IPI00007311	IPR004826;IPR004827;IPR008917		MAFG	
a	ENSG00000197576	IPI00020926	IPR001356;IPR001827;IPR009057;IPR012287		HOXA4	general
a	ENSG00000197757	IPI00015921;IPI00221294	IPR001356;IPR001827;IPR009057;IPR012287		HOXC6	adrenal.gland;kidney;spinal.cord;uterus
a	ENSG00000197841	IPI00243548;IPI00738226	IPR007087;IPR015880		ZNF181	general
a	ENSG00000197857	IPI00012504;IPI00639933;IPI00871871	IPR007087;IPR015880		ZNF44	general
a	ENSG00000197905	IPI00216204;IPI00410573;IPI00410574;IPI00792048;IPI00792637		IPR000818;IPR016361	TEAD4	thyroid
a	ENSG00000198039	IPI00853359;IPI00874095	IPR007086;IPR007087;IPR015880		ZNF273	skin
a	ENSG00000198081	IPI00307325	IPR007087;IPR015880		ZFP161	
a	ENSG00000198160	IPI00477825;IPI00478280;IPI00479032;IPI00640919;IPI00646985;IPI00655630;IPI00655783;IPI00655845;IPI00656089	IPR001005;IPR009057;IPR014778		MIER1	
a	ENSG00000198176	IPI00029095;IPI00641864;IPI00647724	IPR003316;IPR011991	IPR015648;IPR016556	TFDP1	bone.marrow;fetal.liver
a	ENSG00000198353	IPI00015921;IPI00022893;IPI00221294;IPI00295561;IPI00793306;IPI00848120	IPR001356;IPR001827;IPR009057;IPR012287		HOXC4	general
a	ENSG00000198393	IPI00156521	IPR007086;IPR007087;IPR015880		ZNF26	
a	ENSG00000198517	IPI00031018	IPR004826;IPR004827;IPR008917		MAFK	
a	ENSG00000198521	IPI00012395;IPI00787541	IPR007087;IPR015880		ZNF43	tongue
a	ENSG00000198538	IPI00418546;IPI00640476	IPR007087;IPR015880		ZNF28	
a	ENSG00000198767	IPI00419912	IPR007087;IPR015880		YY2	
a	ENSG00000198807	IPI00413469;IPI00903312	IPR009057;IPR011991		PAX9	
a	ENSG00000198911	IPI00328793;IPI00794281	IPR011598		SREBF2	
a	ENSG00000198914	IPI00022911	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR016362	POU3F3	
a	ENSG00000198963	IPI00023259;IPI00827604	IPR001628	IPR001723;IPR003079	RORB	
a	ENSG00000203883	IPI00020428	IPR000910;IPR009071		SOX18	
a	ENSG00000204053	IPI00409756;IPI00643463	IPR011598	IPR002418	MYCL2	
a	ENSG00000204103	IPI00023145	IPR004826;IPR004827;IPR008917		MAFB	liver;lung;lymph.node;thyroid;whole.blood.JJV;whole.brain
a	ENSG00000204231	IPI00426305;IPI00552843;IPI00607575;IPI00640475;IPI00789614	IPR001628	IPR000003;IPR001723	RXRB	general
a	ENSG00000204304	IPI00028416	IPR001356;IPR009057;IPR012287		PBX2	whole.blood.JJV
a	ENSG00000204335	IPI00374189	IPR007087;IPR015880		SP5	
a	ENSG00000204519	IPI00157058;IPI00383924;IPI00478279;IPI00719468	IPR007087;IPR015880		ZNF551	general
a	ENSG00000204531	IPI00219089;IPI00294177	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR015585	POU5F1	
a	ENSG00000204789	IPI00554547;IPI00746375	IPR007086;IPR007087;IPR015880			general
a	ENSG00000204859	IPI00018893	IPR007087;IPR015880		ZBTB48	liver
a	ENSG00000205250	IPI00292880;IPI00643400	IPR003316;IPR011991	IPR015633	E2F4	
a	ENSG00000205927	IPI00013699	IPR011598		OLIG2	spinal.cord;whole.brain
a	ENSG00000206218	IPI00426305;IPI00607575	IPR001628	IPR000003;IPR001723		
a	ENSG00000206247	IPI00028416	IPR001356;IPR009057;IPR012287			
a	ENSG00000206289	IPI00426305;IPI00607575	IPR001628	IPR000003;IPR001723		
a	ENSG00000206315	IPI00028416	IPR001356;IPR009057;IPR012287			
a	ENSG00000206454	IPI00219089;IPI00294177	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR015585		
a	ENSG00000213096	IPI00411674;IPI00845468;IPI00871413	IPR007087;IPR015880		ZNF254	
a	ENSG00000213347	IPI00065483;IPI00470624;IPI00795383;IPI00807706	IPR011598		MXD3	general
a	ENSG00000213676	IPI00004084;IPI00221087	IPR004827;IPR011616		CREBL1	
a	ENSG00000213688	IPI00878632	IPR001766			
a	ENSG00000213928	IPI00025478;IPI00797479	IPR001346;IPR011991		IRF9	general
