PMID|Methods|UniPro|SwissP/TrEMBL_A|Gene_names_A|NCBI_tax_ID_A|UniPro|SwissP/TrEMBL_B|Gene_names_B|NCBI_tax_ID_B
10093054|coip:coimmunoprecipitation|Q14654|SP|KCNJ11;ATP-sensitive inward rectifier potassium channel 11 (Kir6.2)|9606|Q09428|SP|ABCC8;SUR1;SUR;sulfonylurea receptor 1|9606
10093054|coip:coimmunoprecipitation|Q14654|SP|KCNJ11;ATP-sensitive inward rectifier potassium channel 11 (Kir6.2)|9606|Q09428|SP|ABCC8;SUR1;SUR;sulfonylurea receptor 1|9606
10082537|coip:coimmunoprecipitation|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606
10082537|copurification|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606
10082537|copurification|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606
10082537|copurification|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606
10082537|coip:coimmunoprecipitation|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606
10082537|copurification|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606
10082537|copurification|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606
10082537|copurification|P16991|SP|NSEP1;YB1;Y-box transcription factor (YB-1)|9606|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606
9442080|coip:coimmunoprecipitation|P10912|SP|GHR;Growth hormone receptor|9606|P10912|SP|GHR;Growth hormone receptor|9606
9442080|copurification|P10912|SP|GHR;Growth hormone receptor|9606|P10912|SP|GHR;Growth hormone receptor|9606
9447969|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q13617|SP|CUL2;Cullin homolog 2 (Cul-2)|9606
9447969|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15370|SP|Elongin B (RNA polymerase II transcription factor SIII P18 subunit)|9606
9447969|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15369|SP|Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)|9606
9447969|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606
9447969|copurification|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q13617|SP|CUL2;Cullin homolog 2 (Cul-2)|9606
9447969|copurification|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15370|SP|Elongin B (RNA polymerase II transcription factor SIII P18 subunit)|9606
9447969|copurification|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15369|SP|Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)|9606
9447969|copurification|Q15369|SP|Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)|9606|Q13617|SP|CUL2;Cullin homolog 2 (Cul-2)|9606
9447969|copurification|Q15369|SP|Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)|9606|Q15370|SP|Elongin B (RNA polymerase II transcription factor SIII P18 subunit)|9606
10078972|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10078972|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10049767|two hybrid|P05067|SP|APP;Amyloid beta A4 protein|9606|O96018|SP|APBA3;MINT3;X11L2;Amyloid beta A4 precursor protein-binding family A member 3 (Neuron-specific X11L2 protein)|9606
10049767|two hybrid|O96018|SP|APBA3;MINT3;X11L2;Amyloid beta A4 precursor protein-binding family A member 3 (Neuron-specific X11L2 protein)|9606|P05067|SP|APP;Amyloid beta A4 protein|9606
10049767|copurification|P05067|SP|APP;Amyloid beta A4 protein|9606|O96018|SP|APBA3;MINT3;X11L2;Amyloid beta A4 precursor protein-binding family A member 3 (Neuron-specific X11L2 protein)|9606
10049767|coip:coimmunoprecipitation|P05067|SP|APP;Amyloid beta A4 protein|9606|O96018|SP|APBA3;MINT3;X11L2;Amyloid beta A4 precursor protein-binding family A member 3 (Neuron-specific X11L2 protein)|9606
10037471|two hybrid|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606
10037471|two hybrid|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606
10037471|two hybrid|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606
10037471|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606
10037471|coip:coimmunoprecipitation|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606
10037471|two hybrid|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|Q99569|SP|PKP4;Plakophilin 4 (p0071)|9606
10037471|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P35222|SP|CTNNB1;Beta-catenin|9606
10037471|coip:coimmunoprecipitation|P35222|SP|CTNNB1;Beta-catenin|9606|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606
10037471|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606
10037471|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P35222|SP|CTNNB1;Beta-catenin|9606
9974409|coip:coimmunoprecipitation|P42224|SP|STAT1;signal transducer and activator of transcription 1-alpha/beta|9606|Q03405|SP|PLAUR;UPAR;MO3;Urokinase plasminogen activator surface receptor (precursor), uPAR|9606
9974409|coip:coimmunoprecipitation|Q03405|SP|PLAUR;UPAR;MO3;Urokinase plasminogen activator surface receptor (precursor), uPAR|9606|P29597|SP|TYK2;Non-receptor tyrosine-protein kinase TYK2|9606
9974409|coip:coimmunoprecipitation|Q03405|SP|PLAUR;UPAR;MO3;Urokinase plasminogen activator surface receptor (precursor), uPAR|9606|P23458|SP|JAK1;Tyrosine-protein kinase JAK1|9606
9971746|experimental knowledge based|Q9UQB3|SP|CTNND2;NPRAP;Catenin delta-2 (GT24)|9606|P19022|SP|CDH2;CDHN;NCAD;Neural-cadherin (precursor) (N-cadherin)|9606
9694734|two hybrid|P11171|SP|EPB41;E41;protein 4.1 (4.1R)|9606|P54105|SP|CLNS1A;Chloride conductance regulatory protein ICln|9606
9694734|coip:coimmunoprecipitation|P11171|SP|EPB41;E41;protein 4.1 (4.1R)|9606|P54105|SP|CLNS1A;Chloride conductance regulatory protein ICln|9606
9694722|coip:coimmunoprecipitation|Q04206|SP|RELA;Transcription factor p65|9606|P25963|SP|NFKBIA;NF-kappaB inhibitor alpha|9606
9679133|two hybrid|Q14978|SP|NOLC1;Nucleolar phosphoprotein p130|9606|P38432|SP|COIL;Coilin|9606
9679133|coip:coimmunoprecipitation|Q14978|SP|NOLC1;Nucleolar phosphoprotein p130|9606|P38432|SP|COIL;Coilin|9606
9666482|cross-linking studies|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606
9666482|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606
9666482|coip:coimmunoprecipitation|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606|P49810|SP|PSEN2;PSNL2;AD4;PS2;STM2;presenilin 2|9606
9660918|cross-linking studies|P55061|SP|TEGT;BI1;Bax inhibitor-1|9606|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606
9660918|coip:coimmunoprecipitation|P55061|SP|TEGT;BI1;Bax inhibitor-1|9606|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606
9660918|cross-linking studies|P55061|SP|TEGT;BI1;Bax inhibitor-1|9606|Q92934|SP|BAD;Bcl2-antagonist of cell death|9606
9660918|coip:coimmunoprecipitation|P55061|SP|TEGT;BI1;Bax inhibitor-1|9606|Q92934|SP|BAD;Bcl2-antagonist of cell death|9606
9658162|coip:coimmunoprecipitation|O15126|SP|SCAMP1;secretory carrier-associated membrane protein 1|9606|P00533|SP|EGFR;Epidermal growth factor receptor|9606
9658162|coip:coimmunoprecipitation|O14828|SP|SCAMP3;Secretory carrier-associated membrane protein 3|9606|P00533|SP|EGFR;Epidermal growth factor receptor|9606
9635436|copurification|P06749|SP|ARHA;ARH12;RHOA;RHO12;transforming protein RhoA|9606|P16389|SP|KCNA2;Potassium voltage-gated channel subfamily A member 2|9606
9864373|coip:coimmunoprecipitation|Q92629|SP|SGCD;Delta-sarcoglycan|9606|Q92629|SP|SGCD;Delta-sarcoglycan|9606
9864373|coip:coimmunoprecipitation|Q92629|SP|SGCD;Delta-sarcoglycan|9606|Q16586|SP|SGCA;ADL;DAG2;Alpha-sarcoglycan|9606
9864373|coip:coimmunoprecipitation|Q92629|SP|SGCD;Delta-sarcoglycan|9606|Q16585|SP|SGCB;Beta-sarcoglycan|9606
9864373|coip:coimmunoprecipitation|Q92629|SP|SGCD;Delta-sarcoglycan|9606|Q13326|SP|SGCG;Gamma-sarcoglycan|9606
9584165|copurification|P25388|SP|GNB2L1;Guanine nucleotide-binding protein beta subunit-like protein 12.3|9606|P12931|SP|SRC;Proto-oncogene tyrosine-protein kinase SRC|9606
9584165|copurification|P12931|SP|SRC;Proto-oncogene tyrosine-protein kinase SRC|9606|P25388|SP|GNB2L1;Guanine nucleotide-binding protein beta subunit-like protein 12.3|9606
9584165|two hybrid|P12931|SP|SRC;Proto-oncogene tyrosine-protein kinase SRC|9606|P25388|SP|GNB2L1;Guanine nucleotide-binding protein beta subunit-like protein 12.3|9606
9584165|coip:coimmunoprecipitation|P25388|SP|GNB2L1;Guanine nucleotide-binding protein beta subunit-like protein 12.3|9606|P12931|SP|SRC;Proto-oncogene tyrosine-protein kinase SRC|9606
9584165|coip:coimmunoprecipitation|P25388|SP|GNB2L1;Guanine nucleotide-binding protein beta subunit-like protein 12.3|9606|P12931|SP|SRC;Proto-oncogene tyrosine-protein kinase SRC|9606
9596688|coip:coimmunoprecipitation|Q00597|SP|FANCC;Fanconi anemia group C protein|9606|P14625|SP|TRA1;Endoplasmin|9606
9596688|two hybrid|Q00597|SP|FANCC;Fanconi anemia group C protein|9606|P14625|SP|TRA1;Endoplasmin|9606
9545286|coip:coimmunoprecipitation|P28340|SP|POL;DNA polymerase delta catalytic subunit|9606|P24941|SP|CDK2;Cell division protein kinase 2|9606
9545286|coip:coimmunoprecipitation|P24941|SP|CDK2;Cell division protein kinase 2|9606|P28340|SP|POL;DNA polymerase delta catalytic subunit|9606
9529384|coip:coimmunoprecipitation|Q08722|SP|CD47;Leukocyte surface antigen CD47 precursor (IAP)|9606|P17301|SP|ITGA2;Integrin alpha-2 (precursor)  (CD49b;VLA-2 alpha chain;Platelet membrane glycoprotein Ia)|9606
9529384|coip:coimmunoprecipitation|Q08722|SP|CD47;Leukocyte surface antigen CD47 precursor (IAP)|9606|P05556|SP|ITGB1;Integrin beta-1 precursor (CD29 antigen;Integrin VLA-4 beta subunit)|9606
9570313|coip:coimmunoprecipitation|O43447|TREMBL|USA-CYP;U-snRNP-associated cyclophilin|9606|O43172|SP|PRPF4;U4/U6 small nuclear ribonucleoprotein Prp4|9606
9516488|coip:coimmunoprecipitation|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606|P07910|SP|HNRPC;Heterogeneous nuclear ribonucleoproteins C1/C2|9606
9516488|coip:coimmunoprecipitation|P07910|SP|HNRPC;Heterogeneous nuclear ribonucleoproteins C1/C2|9606|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606
9482849|coip:coimmunoprecipitation|P10275|SP|AR;NR3C4;DHTR;androgen receptor|9606|Q92793|SP|CBP;CREB-binding protein|9606
9528938|coip:coimmunoprecipitation|P22888|SP|LHCGR;Lutropin-choriogonadotropic hormone receptor precursor|9606|P27824|SP|CANX;Calnexin precursor|9606
9528938|coip:coimmunoprecipitation|P27824|SP|CANX;Calnexin precursor|9606|P22888|SP|LHCGR;Lutropin-choriogonadotropic hormone receptor precursor|9606
9528938|coip:coimmunoprecipitation|P23945|SP|FSHR;Follicle stimulating hormone receptor|9606|P27824|SP|CANX;Calnexin precursor|9606
9472030|cosedimentation|P36897|SP|TGFBR1;TGF-beta receptor type I|9606|P36897|SP|TGFBR1;TGF-beta receptor type I|9606
9472030|coip:coimmunoprecipitation|P36897|SP|TGFBR1;TGF-beta receptor type I|9606|P36897|SP|TGFBR1;TGF-beta receptor type I|9606
9472030|cosedimentation|P37173|SP|TGFBR2;TGF-beta receptor type II|9606|P37173|SP|TGFBR2;TGF-beta receptor type II|9606
9488451|coip:coimmunoprecipitation|Q14653|SP|IRF3;Interferon regulatory factor 3|9606|Q99966|SP|CITED1;Cbp/p300-interacting transactivator 1|9606
9488451|coip:coimmunoprecipitation|Q14653|SP|IRF3;Interferon regulatory factor 3|9606|Q99966|SP|CITED1;Cbp/p300-interacting transactivator 1|9606
9488451|two hybrid|Q92830|SP|HGCN5;General control of amino acid synthesis protein 5-like 2|9606|P12956|SP|G22P1;ATP-dependent DNA helicase II, 70 kDa subunit (Ku70)|9606
9488451|copurification|P12956|SP|G22P1;ATP-dependent DNA helicase II, 70 kDa subunit (Ku70)|9606|Q92830|SP|HGCN5;General control of amino acid synthesis protein 5-like 2|9606
9488451|experimental knowledge based|Q92830|SP|HGCN5;General control of amino acid synthesis protein 5-like 2|9606|P12956|SP|G22P1;ATP-dependent DNA helicase II, 70 kDa subunit (Ku70)|9606
9488451|experimental knowledge based|P12956|SP|G22P1;ATP-dependent DNA helicase II, 70 kDa subunit (Ku70)|9606|P13010|SP|XRCC5;G22P2;ATP-dependent DNA helicase II, 80 kDa subunit (Ku80)|9606
9488451|experimental knowledge based|Q92830|SP|HGCN5;General control of amino acid synthesis protein 5-like 2|9606|P13010|SP|XRCC5;G22P2;ATP-dependent DNA helicase II, 80 kDa subunit (Ku80)|9606
9422762|coip:coimmunoprecipitation|Q14289|SP|PTK2B;Protein tyrosine kinase 2 beta (CAK beta)|9606|O43294|TREMBL|Hic-5|9606
9781816|coip:coimmunoprecipitation|Q13287|SP|NMI;N-myc-interactor|9606|P01106|SP|MYC;Myc proto-oncogene protein (c-myc)|9606
9781816|two hybrid|Q13287|SP|NMI;N-myc-interactor|9606|P01106|SP|MYC;Myc proto-oncogene protein (c-myc)|9606
9781816|coip:coimmunoprecipitation|Q13287|SP|NMI;N-myc-interactor|9606|P04198|SP|MYCN;N-myc proto-oncogene protein|9606
9781816|coip:coimmunoprecipitation|Q13287|SP|NMI;N-myc-interactor|9606|Q14803|TREMBL|MAX;Max protein|9606
9781816|coip:coimmunoprecipitation|Q13287|SP|NMI;N-myc-interactor|9606|P01100|SP|FOS;Proto-oncogene protein c-fos|9606
9916731|coip:coimmunoprecipitation|P19438|SP|TNFRSF1A;TNFR1;TNFAR;Tumor necrosis factor receptor superfamily member 1A (precursor)|9606|Q15628|SP|TRADD;Tumor necrosis factor receptor type 1 associated DEATH domain protein|9606
9886493|coip:coimmunoprecipitation|Q9UNH0|TREMBL|MAD1;Mitotic checkpoint protein|9606|Q14803|TREMBL|MAX;Max protein|9606
9886493|coip:coimmunoprecipitation|Q14803|TREMBL|MAX;Max protein|9606|Q9UNH0|TREMBL|MAD1;Mitotic checkpoint protein|9606
9886493|coip:coimmunoprecipitation|P01106|SP|MYC;Myc proto-oncogene protein (c-myc)|9606|Q14803|TREMBL|MAX;Max protein|9606
9886493|coip:coimmunoprecipitation|Q14803|TREMBL|MAX;Max protein|9606|P01106|SP|MYC;Myc proto-oncogene protein (c-myc)|9606
9685412|coip:coimmunoprecipitation|Q9Y6Q6|SP|RANK;Tumor necrosis factor receptor superfamily member 11A|9606|Q12933|SP|TRAF2;TRAP3;TNF receptor associated factor 2 (TRAF2;tumor necrosis factor type 2 receptor associated protein 3)|9606
9685412|coip:coimmunoprecipitation|Q9Y6Q6|SP|RANK;Tumor necrosis factor receptor superfamily member 11A|9606|O00463|TREMBL|TNF receptor associated factor 5|9606
9685412|coip:coimmunoprecipitation|Q9Y6Q6|SP|RANK;Tumor necrosis factor receptor superfamily member 11A|9606|Q9Y4K3|TREMBL|TRAF6;Putative interleukin 1 signal transducer|9606
9845531|coip:coimmunoprecipitation|P46109|SP|CRKL;Crk-like protein|9606|P42229|SP|STAT5A;STAT5;signal transducer and activator of transcription 5A|9606
9845531|copurification|P46109|SP|CRKL;Crk-like protein|9606|P42229|SP|STAT5A;STAT5;signal transducer and activator of transcription 5A|9606
9764818|copurification|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606|Q15300|SP|RET/PTC2;RET tyrosine kinase/cAMP protein kinase A subunit RI|9606
9764818|coip:coimmunoprecipitation|Q15300|SP|RET/PTC2;RET tyrosine kinase/cAMP protein kinase A subunit RI|9606|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606
9764818|coip:coimmunoprecipitation|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606|Q15300|SP|RET/PTC2;RET tyrosine kinase/cAMP protein kinase A subunit RI|9606
9764818|coip:coimmunoprecipitation|P07949|SP|RET;Proto-oncogene tyrosine-protein kinase receptor ret|9606|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606
9764818|copurification|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606|P07949|SP|RET;Proto-oncogene tyrosine-protein kinase receptor ret|9606
9764818|coip:coimmunoprecipitation|P29354|SP|GRB2 or ASH;growth factor receptor-bound protein 2 (isoform GRB3-3);GRB2 adapter protein (isoform GRB3-3);SH2/SH3 adapter GRB2 (isoform GRB3-3)|9606|P07949|SP|RET;Proto-oncogene tyrosine-protein kinase receptor ret|9606
9843949|coip:coimmunoprecipitation|Q16611|SP|BAK;Apoptosis regulator BAK|9606|P21796|SP|VDAC;VDAC1;Voltage-dependent anion-selective channel protein 1|9606
9843949|coip:coimmunoprecipitation|Q07812|SP|BAX;Apoptosis regulator BAX, membrane isoform alpha|9606|P21796|SP|VDAC;VDAC1;Voltage-dependent anion-selective channel protein 1|9606
9843949|coip:coimmunoprecipitation|P21796|SP|VDAC;VDAC1;Voltage-dependent anion-selective channel protein 1|9606|Q07812|SP|BAX;Apoptosis regulator BAX, membrane isoform alpha|9606
9756848|cross-linking studies|P11387|SP|TOP1;DNA topoisomerase I|9606|P23246|SP|PSF;Polypyrimidine tract-binding protein-associated splicing factor|9606
9756848|coip:coimmunoprecipitation|P11387|SP|TOP1;DNA topoisomerase I|9606|P23246|SP|PSF;Polypyrimidine tract-binding protein-associated splicing factor|9606
9756848|copurification|P11387|SP|TOP1;DNA topoisomerase I|9606|P23246|SP|PSF;Polypyrimidine tract-binding protein-associated splicing factor|9606
9751722|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15370|SP|Elongin B (RNA polymerase II transcription factor SIII P18 subunit)|9606
9751722|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q15369|SP|Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)|9606
9751722|coip:coimmunoprecipitation|P40337|SP|VHL;Von Hippel-Lindau disease tumor suppressor (G7 protein)|9606|Q13617|SP|CUL2;Cullin homolog 2 (Cul-2)|9606
9724754|two hybrid|P42224|SP|STAT1;signal transducer and activator of transcription 1-alpha/beta|9606|O75925|SP|PIAS1;Protein inhibitor of activated STAT protein 1|9606
9858594|coip:coimmunoprecipitation|P29992|SP|GNA11;GA11;Guanine nucleotide-binding protein G(Y), alpha subunit (Alpha-11)|9606|P49796|SP|RGS3;Regulator of G-protein signaling 3|9606
9724754|coip:coimmunoprecipitation|O75925|SP|PIAS1;Protein inhibitor of activated STAT protein 1|9606|P42224|SP|STAT1;signal transducer and activator of transcription 1-alpha/beta|9606
9724754|coip:coimmunoprecipitation|Q9Y6X2|SP|PIAS3;Protein inhibitor of activated STAT protein 3|9606|P40763|TREMBL|STAT3;Signal transducer and activator of transcription 3|9606
9710638|two hybrid|P54198|SP|HIRA;HIRA protein|9606|O60814|TREMBL|HIRIP1;Histone H2B|9606
9710638|copurification|O60814|TREMBL|HIRIP1;Histone H2B|9606|P54198|SP|HIRA;HIRA protein|9606
9710638|copurification|P54198|SP|HIRA;HIRA protein|9606|O60814|TREMBL|HIRIP1;Histone H2B|9606
9710638|coip:coimmunoprecipitation|P54198|SP|HIRA;HIRA protein|9606|O60814|TREMBL|HIRIP1;Histone H2B|9606
9710638|copurification|P02304|SP|H4F2;Histone H4|9606|P54198|SP|HIRA;HIRA protein|9606
9710638|two hybrid|P54198|SP|HIRA;HIRA protein|9606|Q9BW71|SP|HIRIP3;HIRA-interacting protein 3|9606
9710638|copurification|Q9BW71|SP|HIRIP3;HIRA-interacting protein 3|9606|P54198|SP|HIRA;HIRA protein|9606
9710638|copurification|Q9BW71|SP|HIRIP3;HIRA-interacting protein 3|9606|O60814|TREMBL|HIRIP1;Histone H2B|9606
11342215|copurification|Q9UMS0|SP|HIRIP5;HIRA-interacting protein 5|9606|P54198|SP|HIRA;HIRA protein|9606
11342215|two hybrid|P54198|SP|HIRA;HIRA protein|9606|Q9UMS0|SP|HIRIP5;HIRA-interacting protein 5|9606
7592647|copurification|Q00577|SP|PURA;PUR1;transcriptional activator protein PUR-alpha|9606|P06400|SP|RB1;retinoblastoma-associated protein RB (retinoblastoma susceptibility protein)|9606
9858594|coip:coimmunoprecipitation|P49796|SP|RGS3;Regulator of G-protein signaling 3|9606|P29992|SP|GNA11;GA11;Guanine nucleotide-binding protein G(Y), alpha subunit (Alpha-11)|9606
9858594|coip:coimmunoprecipitation|P49796|SP|RGS3;Regulator of G-protein signaling 3|9606|P08754|SP|GNAI3;Guanine nucleotide-binding protein G(k), alpha subunit (G(i) alpha-3)|9606
9819401|copurification|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606|Q05516|SP|PLZF;Zinc finger protein PLZF (promyelocytic leukemia protein PML)|9606
9819401|two hybrid|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606|Q05516|SP|PLZF;Zinc finger protein PLZF (promyelocytic leukemia protein PML)|9606
9819401|two hybrid|Q05516|SP|PLZF;Zinc finger protein PLZF (promyelocytic leukemia protein PML)|9606|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606
9819401|copurification|Q05516|SP|PLZF;Zinc finger protein PLZF (promyelocytic leukemia protein PML)|9606|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606
9819401|coip:coimmunoprecipitation|Q05516|SP|PLZF;Zinc finger protein PLZF (promyelocytic leukemia protein PML)|9606|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|two hybrid|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|copurification|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606
